,textID,text,selected_text,sentiment
23537,70f6c13dc4,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost","I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable los",positive
23541,421944b580,Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,cute,positive
23542,5981ffab60, who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times,neutral
23553,51746e27ed," def see ya tonight, we must get some RN photo`s, I didn`t get any yesterday  lol! And thanks for doing so, please don`t forget!",d thanks,positive
23555,62e611a13b," b/c 'we' ONLY have Baby Phat, Phat Farm, Applebottoms & FUBU!! And they come up pretty WEAK!! Double",WEAK!,negative
23557,6899e9aa17,waaa the octo drive and i can`t go for it,waaa th,negative
23559,561eb7bb67, ****  real sorry to hear that ma,l sorry,negative
23563,9f371406d6,I need to relocate to the west coast.. This weather here is killin me!!!,I need to relocate to the west coast.. This weather here is killin me!!,negative
23566,8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff","good times, good times   At work",positive
23581,fd0645de02,In Seattle Washington....im SOOOOO hungry&i miss alaska,im SOOOOO hungry&i miss alaska,negative
23585,9703399209,Feeling really good about my performance on the AP Government & Politics exam this morning.  Going to lunch with Krista.,really good ab,positive
23596,9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,clocked out fo,negative
23598,6f0d43f584,  sowwy. Lover you,. Lover,positive
23604,782c3332f0,"  awwwwwww, our kitties are the BEST!",he BEST!,positive
23605,24e75aa425,http://twitpic.com/4whaf Tonight`s art show was a success.,how was a success.,positive
23611,a667f7a506,"_mcc bye, Scotty!  i`m gonna miss you. ily<333",i`m gonna miss you. ily<,positive
23617,1fd79e3de5,   Just saw it tonight as well... Great movie!!  Hope you`re well mate! Cheers E,.. Grea,positive
23630,556d888c21, sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle,sorry  you wouldn`t believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtl,neutral
23635,894c9ada33, I haven`t talked to you since the last day of school!  that`s no right.,that`s no right,negative
23638,662075da2a," thanks for that, now i learned something new today  enjoy.",enjoy,positive
23643,f7c8d62748, Ha good morning! May the fourth be with you too,a good morning!,positive
23658,6a2322cc3d," Kev, **** off! I`m stuck in Westgate working",", **** off! I`m stuck in",negative
23669,36532d8f18,it`s 8a and i`m already dressed  but we`re on set today so let the real fun begin!!! lights! camera! action!,real fun begin!,positive
23673,5bb732ca71,Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,s NO WAYYY I couldn`t `tune in`,negative
23680,cd5989172a, Sounds painful   Sorry you got hurt.. And may I ask how this happen?,Sorr,negative
23683,a089b92224, I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,not having a good day.,negative
23690,6af967f653,  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Compan,neutral
23691,2a5f644596," yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",you were interested..,positive
23701,5c90e36aec, He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,. I love him,positive
23707,28109530b2, ok  i kinda thought so... i mean those 2? ... it would be funny though.,e funny,positive
23714,f2a050587e," I want 2 see that movie, too!!  Have fun!",e fun,positive
23720,c5311db5ad, is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,is making me hot chocolate with almond milk.  Mother Day festivities is starting earl,neutral
23725,29afbab19c,"Happy Mothers Day! Same day, more chocolate",Happy Mo,positive
23733,3661ef2811,didn`t make it out to shop.......      there is always tomorrow.,there is always tomor,positive
23746,b91963e312,  Know I`m not the only one.  Just harder on me.,st harde,negative
23750,8cddd58701," Say cheese for the camera, or throw up some Western Mass gang signs to be cool",s to be cool,positive
23751,2cf3a91b48,Bout to get ready for work ugh i hate workin on fridays,hate wo,negative
23769,1920720fdf, you are just wrong!!! Now you`ve come to brag with a full belly??? Smh ...,you are just wrong!,negative
23774,9f0669b2ff, Thats awesome!!  Good idea!!,awesome!,positive
23784,fd0493acff, i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lm,neutral
23809,2af5610991,"   that was flippin` sweet, dudes. thanks for sharing",es. thank,positive
23818,25bb6325fd,Leaving NOLA today  Counting down the seconds `til I start crying. Love this place so much.,l I start crying. Love this place so much.,positive
23831,bfc65afb8b,loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,loves it th,positive
23839,39d72e4fc8, not impressed....! it might go away if you complain too much!  x,not impressed..,negative
23842,c1885fae62, Yea...looks like it is...sorry abt nt gettin in touch..was hectic,.sorry abt nt gettin in touch..was hectic,negative
23857,7266841273,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,You are pretty man..,positive
23897,3db7c2c604,Is there a way to block followers?  I have no idea who you are. .  Sorry..,Sorry,negative
23924,ef6552e483, I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,d stinks,negative
23930,7fa4e3d867," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",! good luck,positive
23944,cc6e242e88, you`re very welcome! I love reviewing free apps as much as downloading/using them!,! I love reviewing free apps,positive
23945,a44a7ec4ff,last night`s paper writing session=still not done. I need to prioritize better.,still not done.,negative
23947,6417d4f073, don`t make me smite you! and yeah  yeah it really does. No cuties for me,. No cuties for me,negative
23959,ba9f75c8be,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,can you say emotional? im really gonna miss mh,negative
23975,2225e0fa43,"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",`m so sa,negative
23987,266f2b4251, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,u enjoy,positive
23989,c7f2f78593, You can save it for next time!!   ? http://blip.fm/~5z2sv,You can save it for next time!,neutral
24002,c62590abcd,"    Shiv, his place, slowly I hope",y I ho,positive
24003,4e12593253,I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,wonderful breakfast!!,positive
24009,fc0bf9b8e3,"ah! A clean house...finally, so nice","finally, so nice",positive
24019,fc65bcadd4, omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,awsome!,positive
24026,57a498a841,"  yahyan:  iaaaaaaaaaaaaan, i was just joking",st jokin,positive
24036,243fbb5ffd," Love that she couldn`t just stop with one picture! First one is priceless, but the speedo is great, too.  Kudos to mom.","First one is priceless, but the speedo is great, too.  Kudos to mom",positive
24039,5893e2e4fe, shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,? i dontlike the fact,negative
24041,e9f4bb31d6, no...i`m just tired..,..i`m just tired..,negative
24046,b7ba642946,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,Im liking escape the fate alot tonight.  excited for ESTK      NemoNem,neutral
24062,49cd042b83,Iï¿½m really desappointed...,really desappointed..,negative
24069,bd085c659b,   G`night!,G`night,neutral
24071,3362948b75,  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,o sad,negative
24077,699ccfe91f,trying to finish my ****-ignment.please god help me to finish it,****-i,negative
24079,3f818cc647,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",lol Go,positive
24087,37da7f15ca,****... It`s 2am and I`m wide awake,****..,negative
24096,5bb92f07ba, nope  don`t think I will. Thnx for asking lol I will be fine,. Thnx for asking lol I will be fine,positive
24119,2abfdd61fe,(sigh) guess we`re not gonna meet up today.,sigh),negative
24121,2b4223134d,"  #wci hashtag simply isn`t dying out anytime soon, is it.",t dying out anytime soon,negative
24123,4591bce14e, think you should catch up on your sleep befor you go back to uni haha  goodnight<3,haha  goodnight,positive
24137,08005e1d8a,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,that really hurt!!!,negative
24150,7007795ec9, I know!!  effing embarrassing! Eff our lives,g embarrassing,negative
24162,3e4fbcd114,    You guys can make it through!,You guys can make it through,neutral
24169,cc58093a1b, I know!! our cats could be family  mikesh is so cute!!,sh is so cute!!,positive
24181,2ed9689b22, yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night,yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last nigh,positive
24195,136f337893, really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,. Hopefully,positive
24197,9e44318306,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.","I missed you yesterday, Lacey.    We get to go to granulation tonight, though",negative
24199,68695df983, It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,. Probably spelt it wrong lol.,neutral
24200,654d710fce,  i got too do course work   i hate it it is hard this one,i ha,negative
24203,5665d14b41, ..people you love.... wait i am not there,love.,positive
24208,2a2f4acdcb, awww  omg garbo fake playing during one of the songs!!! haha,omg garbo fake playing during one of the songs,negative
24210,bbe7ecfac4,BYEEEEE!!!,BYEEEEE!!,neutral
24223,637284bd7c," aha, so that`s you.  I`ve been meaning to take a look. Looks cool. If you could just get a pool in there",s cool,positive
24236,f51b459305, do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link,neutral
24258,7a631f317c," Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",y allergies kick,negative
24272,d4fb828af6, hope you have a great day tomorrow!!  happy mothers day!  let us know what you did,hope you have a great day tomorrow!,positive
24274,e7da99cf83, OHH  yeah i sometimes forget  your in the other but cheek ok america,OHH  yeah i sometimes forget  your in the other but cheek ok americ,neutral
24291,57f2590cde, are you are a RIOT!!,RIOT!,negative
24293,43778d1d23, i know... I don`t want to be left in our home by myself during the weekend...,. I don`t want to be left in our home by myself,negative
24300,b61b7c4098," oh ok  good ... now i will jump for joy! M, you just made my day",r joy!,positive
24305,7cf270ff72, yes........there are many cool things americans cannot watch,...there are many cool,positive
24318,c6bf3b9d02, ooo enjoy  and thanks for looking out for ours,d thanks,positive
